Mã,Tên,Cấp,Mã TP,Tỉnh / Thành Phố
17713,Xã Đại Đồng,Xã,40,Tỉnh Nghệ An
17722,Xã Hạnh Lâm,Xã,40,Tỉnh Nghệ An
17728,Xã Cát Ngạn,Xã,40,Tỉnh Nghệ An
17743,Xã Tam Đồng,Xã,40,Tỉnh Nghệ An
17759,Xã Sơn Lâm,Xã,40,Tỉnh Nghệ An
17770,Xã Hoa Quân,Xã,40,Tỉnh Nghệ An
17779,Xã Xuân Lâm,Xã,40,Tỉnh Nghệ An
17791,Xã Kim Bảng,Xã,40,Tỉnh Nghệ An
17818,Xã Bích Hào,Xã,40,Tỉnh Nghệ An
17827,Xã Nghi Lộc,Xã,40,Tỉnh Nghệ An
17833,Xã Hải Lộc,Xã,40,Tỉnh Nghệ An
17842,Xã Thần Lĩnh,Xã,40,Tỉnh Nghệ An
17854,Xã Văn Kiều,Xã,40,Tỉnh Nghệ An
17857,Xã Phúc Lộc,Xã,40,Tỉnh Nghệ An
17866,Xã Trung Lộc,Xã,40,Tỉnh Nghệ An
17878,Xã Đông Lộc,Xã,40,Tỉnh Nghệ An
17920,Phường Vinh Hưng,Phường,40,Tỉnh Nghệ An
17935,Xã Nam Đàn,Xã,40,Tỉnh Nghệ An
17944,Xã Đại Huệ,Xã,40,Tỉnh Nghệ An
17950,Xã Vạn An,Xã,40,Tỉnh Nghệ An
17971,Xã Kim Liên,Xã,40,Tỉnh Nghệ An
17989,Xã Thiên Nhẫn,Xã,40,Tỉnh Nghệ An
18001,Xã Hưng Nguyên,Xã,40,Tỉnh Nghệ An
18007,Xã Yên Trung,Xã,40,Tỉnh Nghệ An
18028,Xã Hưng Nguyên Nam,Xã,40,Tỉnh Nghệ An
18040,Xã Lam Thành,Xã,40,Tỉnh Nghệ An
18073,Phường Thành Sen,Phường,42,Tỉnh Hà Tĩnh
18100,Phường Trần Phú,Phường,42,Tỉnh Hà Tĩnh
18115,Phường Bắc Hồng Lĩnh,Phường,42,Tỉnh Hà Tĩnh
18118,Phường Nam Hồng Lĩnh,Phường,42,Tỉnh Hà Tĩnh
18133,Xã Hương Sơn,Xã,42,Tỉnh Hà Tĩnh
18160,Xã Sơn Hồng,Xã,42,Tỉnh Hà Tĩnh
18163,Xã Sơn Tiến,Xã,42,Tỉnh Hà Tĩnh
18172,Xã Sơn Tây,Xã,42,Tỉnh Hà Tĩnh
18184,Xã Sơn Giang,Xã,42,Tỉnh Hà Tĩnh
18196,Xã Sơn Kim 1,Xã,42,Tỉnh Hà Tĩnh
18199,Xã Sơn Kim 2,Xã,42,Tỉnh Hà Tĩnh
18202,Xã Tứ Mỹ,Xã,42,Tỉnh Hà Tĩnh
18223,Xã Kim Hoa,Xã,42,Tỉnh Hà Tĩnh
18229,Xã Đức Thọ,Xã,42,Tỉnh Hà Tĩnh
18244,Xã Đức Minh,Xã,42,Tỉnh Hà Tĩnh
18262,Xã Đức Quang,Xã,42,Tỉnh Hà Tĩnh
18277,Xã Đức Thịnh,Xã,42,Tỉnh Hà Tĩnh
18304,Xã Đức Đồng,Xã,42,Tỉnh Hà Tĩnh
18313,Xã Vũ Quang,Xã,42,Tỉnh Hà Tĩnh
18322,Xã Mai Hoa,Xã,42,Tỉnh Hà Tĩnh
18328,Xã Thượng Đức,Xã,42,Tỉnh Hà Tĩnh
18352,Xã Nghi Xuân,Xã,42,Tỉnh Hà Tĩnh
18364,Xã Đan Hải,Xã,42,Tỉnh Hà Tĩnh
18373,Xã Tiên Điền,Xã,42,Tỉnh Hà Tĩnh
18394,Xã Cổ Đạm,Xã,42,Tỉnh Hà Tĩnh
18406,Xã Can Lộc,Xã,42,Tỉnh Hà Tĩnh
18409,Xã Hồng Lộc,Xã,42,Tỉnh Hà Tĩnh
18418,Xã Tùng Lộc,Xã,42,Tỉnh Hà Tĩnh
18436,Xã Trường Lưu,Xã,42,Tỉnh Hà Tĩnh
18466,Xã Gia Hanh,Xã,42,Tỉnh Hà Tĩnh
18481,Xã Xuân Lộc,Xã,42,Tỉnh Hà Tĩnh
18484,Xã Đồng Lộc,Xã,42,Tỉnh Hà Tĩnh
18496,Xã Hương Khê,Xã,42,Tỉnh Hà Tĩnh
18502,Xã Hà Linh,Xã,42,Tỉnh Hà Tĩnh
18523,Xã Hương Bình,Xã,42,Tỉnh Hà Tĩnh
18532,Xã Hương Phố,Xã,42,Tỉnh Hà Tĩnh
18544,Xã Hương Xuân,Xã,42,Tỉnh Hà Tĩnh
18547,Xã Phúc Trạch,Xã,42,Tỉnh Hà Tĩnh
18550,Xã Hương Đô,Xã,42,Tỉnh Hà Tĩnh
18562,Xã Thạch Hà,Xã,42,Tỉnh Hà Tĩnh
18568,Xã Lộc Hà,Xã,42,Tỉnh Hà Tĩnh
18583,Xã Mai Phụ,Xã,42,Tỉnh Hà Tĩnh
18586,Xã Đông Kinh,Xã,42,Tỉnh Hà Tĩnh
18601,Xã Việt Xuyên,Xã,42,Tỉnh Hà Tĩnh
18604,Xã Thạch Khê,Xã,42,Tỉnh Hà Tĩnh
18619,Xã Đồng Tiến,Xã,42,Tỉnh Hà Tĩnh
18628,Xã Thạch Lạc,Xã,42,Tỉnh Hà Tĩnh
18634,Xã Toàn Lưu,Xã,42,Tỉnh Hà Tĩnh
18652,Phường Hà Huy Tập,Phường,42,Tỉnh Hà Tĩnh
18667,Xã Thạch Xuân,Xã,42,Tỉnh Hà Tĩnh
18673,Xã Cẩm Xuyên,Xã,42,Tỉnh Hà Tĩnh
18676,Xã Thiên Cầm,Xã,42,Tỉnh Hà Tĩnh
18682,Xã Yên Hòa,Xã,42,Tỉnh Hà Tĩnh
18685,Xã Cẩm Bình,Xã,42,Tỉnh Hà Tĩnh
18736,Xã Cẩm Hưng,Xã,42,Tỉnh Hà Tĩnh
18739,Xã Cẩm Duệ,Xã,42,Tỉnh Hà Tĩnh
18742,Xã Cẩm Trung,Xã,42,Tỉnh Hà Tĩnh
18748,Xã Cẩm Lạc,Xã,42,Tỉnh Hà Tĩnh
18754,Phường Sông Trí,Phường,42,Tỉnh Hà Tĩnh
18766,Xã Kỳ Xuân,Xã,42,Tỉnh Hà Tĩnh
18775,Xã Kỳ Anh,Xã,42,Tỉnh Hà Tĩnh
18781,Phường Hải Ninh,Phường,42,Tỉnh Hà Tĩnh
18787,Xã Kỳ Văn,Xã,42,Tỉnh Hà Tĩnh
18790,Xã Kỳ Khang,Xã,42,Tỉnh Hà Tĩnh
18814,Xã Kỳ Hoa,Xã,42,Tỉnh Hà Tĩnh
18823,Phường Vũng Áng,Phường,42,Tỉnh Hà Tĩnh
18832,Phường Hoành Sơn,Phường,42,Tỉnh Hà Tĩnh
18838,Xã Kỳ Lạc,Xã,42,Tỉnh Hà Tĩnh
18844,Xã Kỳ Thượng,Xã,42,Tỉnh Hà Tĩnh
18859,Phường Đồng Thuận,Phường,44,Tỉnh Quảng Trị
18871,Phường Đồng Sơn,Phường,44,Tỉnh Quảng Trị
18880,Phường Đồng Hới,Phường,44,Tỉnh Quảng Trị
18901,Xã Minh Hóa,Xã,44,Tỉnh Quảng Trị
18904,Xã Dân Hóa,Xã,44,Tỉnh Quảng Trị
18919,Xã Tân Thành,Xã,44,Tỉnh Quảng Trị
18922,Xã Kim Điền,Xã,44,Tỉnh Quảng Trị
18943,Xã Kim Phú,Xã,44,Tỉnh Quảng Trị
18949,Xã Đồng Lê,Xã,44,Tỉnh Quảng Trị
18952,Xã Tuyên Sơn,Xã,44,Tỉnh Quảng Trị
18958,Xã Tuyên Lâm,Xã,44,Tỉnh Quảng Trị
18985,Xã Tuyên Phú,Xã,44,Tỉnh Quảng Trị
18991,Xã Tuyên Bình,Xã,44,Tỉnh Quảng Trị
18997,Xã Tuyên Hóa,Xã,44,Tỉnh Quảng Trị
19009,Phường Ba Đồn,Phường,44,Tỉnh Quảng Trị
19021,Xã Phú Trạch,Xã,44,Tỉnh Quảng Trị
19030,Xã Trung Thuần,Xã,44,Tỉnh Quảng Trị
19033,Xã Hòa Trạch,Xã,44,Tỉnh Quảng Trị
19051,Xã Tân Gianh,Xã,44,Tỉnh Quảng Trị
19057,Xã Quảng Trạch,Xã,44,Tỉnh Quảng Trị
19066,Phường Bắc Gianh,Phường,44,Tỉnh Quảng Trị
19075,Xã Nam Ba Đồn,Xã,44,Tỉnh Quảng Trị
19093,Xã Nam Gianh,Xã,44,Tỉnh Quảng Trị
19111,Xã Hoàn Lão,Xã,44,Tỉnh Quảng Trị
19126,Xã Bắc Trạch,Xã,44,Tỉnh Quảng Trị
19138,Xã Phong Nha,Xã,44,Tỉnh Quảng Trị
19141,Xã Bố Trạch,Xã,44,Tỉnh Quảng Trị
19147,Xã Thượng Trạch,Xã,44,Tỉnh Quảng Trị
19159,Xã Đông Trạch,Xã,44,Tỉnh Quảng Trị
19198,Xã Nam Trạch,Xã,44,Tỉnh Quảng Trị
19204,Xã Trường Sơn,Xã,44,Tỉnh Quảng Trị
19207,Xã Quảng Ninh,Xã,44,Tỉnh Quảng Trị
19225,Xã Ninh Châu,Xã,44,Tỉnh Quảng Trị
19237,Xã Trường Ninh,Xã,44,Tỉnh Quảng Trị
19246,Xã Lệ Ninh,Xã,44,Tỉnh Quảng Trị
19249,Xã Lệ Thủy,Xã,44,Tỉnh Quảng Trị
19255,Xã Cam Hồng,Xã,44,Tỉnh Quảng Trị
19288,Xã Sen Ngư,Xã,44,Tỉnh Quảng Trị
19291,Xã Tân Mỹ,Xã,44,Tỉnh Quảng Trị
19309,Xã Trường Phú,Xã,44,Tỉnh Quảng Trị
19318,Xã Kim Ngân,Xã,44,Tỉnh Quảng Trị
19333,Phường Đông Hà,Phường,44,Tỉnh Quảng Trị
19351,Phường Nam Đông Hà,Phường,44,Tỉnh Quảng Trị
19360,Phường Quảng Trị,Phường,44,Tỉnh Quảng Trị
19363,Xã Vĩnh Linh,Xã,44,Tỉnh Quảng Trị
19366,Xã Bến Quan,Xã,44,Tỉnh Quảng Trị
19372,Xã Vĩnh Hoàng,Xã,44,Tỉnh Quảng Trị
19405,Xã Vĩnh Thủy,Xã,44,Tỉnh Quảng Trị
19414,Xã Cửa Tùng,Xã,44,Tỉnh Quảng Trị
19429,Xã Khe Sanh,Xã,44,Tỉnh Quảng Trị
19432,Xã Lao Bảo,Xã,44,Tỉnh Quảng Trị
19435,Xã Hướng Lập,Xã,44,Tỉnh Quảng Trị
19441,Xã Hướng Phùng,Xã,44,Tỉnh Quảng Trị
19462,Xã Tân Lập,Xã,44,Tỉnh Quảng Trị
19483,Xã A Dơi,Xã,44,Tỉnh Quảng Trị
19489,Xã Lìa,Xã,44,Tỉnh Quảng Trị
19495,Xã Gio Linh,Xã,44,Tỉnh Quảng Trị
19496,Xã Cửa Việt,Xã,44,Tỉnh Quảng Trị
19501,Xã Bến Hải,Xã,44,Tỉnh Quảng Trị
19537,Xã Cồn Tiên,Xã,44,Tỉnh Quảng Trị
19555,Xã Hướng Hiệp,Xã,44,Tỉnh Quảng Trị
19564,Xã Đakrông,Xã,44,Tỉnh Quảng Trị
19567,Xã Ba Lòng,Xã,44,Tỉnh Quảng Trị
19588,Xã Tà Rụt,Xã,44,Tỉnh Quảng Trị
19594,Xã La Lay,Xã,44,Tỉnh Quảng Trị
19597,Xã Cam Lộ,Xã,44,Tỉnh Quảng Trị
19603,Xã Hiếu Giang,Xã,44,Tỉnh Quảng Trị
19624,Xã Triệu Phong,Xã,44,Tỉnh Quảng Trị
19639,Xã Nam Cửa Việt,Xã,44,Tỉnh Quảng Trị
19645,Xã Triệu Bình,Xã,44,Tỉnh Quảng Trị
19654,Xã Triệu Cơ,Xã,44,Tỉnh Quảng Trị
19669,Xã Ái Tử,Xã,44,Tỉnh Quảng Trị
19681,Xã Diên Sanh,Xã,44,Tỉnh Quảng Trị
19699,Xã Vĩnh Định,Xã,44,Tỉnh Quảng Trị
19702,Xã Hải Lăng,Xã,44,Tỉnh Quảng Trị
19735,Xã Nam Hải Lăng,Xã,44,Tỉnh Quảng Trị
19741,Xã Mỹ Thủy,Xã,44,Tỉnh Quảng Trị
19742,Đặc khu Cồn Cỏ,Đặc khu,44,Tỉnh Quảng Trị
19753,Phường Phú Xuân,Phường,46,Thành phố Huế
19774,Phường Kim Long,Phường,46,Thành phố Huế
19777,Phường Vỹ Dạ,Phường,46,Thành phố Huế
19789,Phường Thuận Hóa,Phường,46,Thành phố Huế
19804,Phường Hương An,Phường,46,Thành phố Huế
19813,Phường Thủy Xuân,Phường,46,Thành phố Huế
19815,Phường An Cựu,Phường,46,Thành phố Huế
19819,Phường Phong Điền,Phường,46,Thành phố Huế
19828,Phường Phong Phú,Phường,46,Thành phố Huế
19831,Phường Phong Dinh,Phường,46,Thành phố Huế
19858,Phường Phong Thái,Phường,46,Thành phố Huế
19867,Xã Quảng Điền,Xã,46,Thành phố Huế
19873,Phường Phong Quảng,Phường,46,Thành phố Huế
19885,Xã Đan Điền,Xã,46,Thành phố Huế
19900,Phường Thuận An,Phường,46,Thành phố Huế
19909,Phường Dương Nỗ,Phường,46,Thành phố Huế
19918,Xã Phú Hồ,Xã,46,Thành phố Huế
19930,Phường Mỹ Thượng,Phường,46,Thành phố Huế
19942,Xã Phú Vang,Xã,46,Thành phố Huế
19945,Xã Phú Vinh,Xã,46,Thành phố Huế
19960,Phường Phú Bài,Phường,46,Thành phố Huế
19969,Phường Thanh Thủy,Phường,46,Thành phố Huế
19975,Phường Hương Thủy,Phường,46,Thành phố Huế
19996,Phường Hương Trà,Phường,46,Thành phố Huế
20014,Phường Hóa Châu,Phường,46,Thành phố Huế
20017,Phường Kim Trà,Phường,46,Thành phố Huế
20035,Xã Bình Điền,Xã,46,Thành phố Huế
20044,Xã A Lưới 2,Xã,46,Thành phố Huế
20050,Xã A Lưới 5,Xã,46,Thành phố Huế
20056,Xã A Lưới 1,Xã,46,Thành phố Huế
20071,Xã A Lưới 3,Xã,46,Thành phố Huế
20101,Xã A Lưới 4,Xã,46,Thành phố Huế
20107,Xã Phú Lộc,Xã,46,Thành phố Huế
20122,Xã Vinh Lộc,Xã,46,Thành phố Huế
20131,Xã Hưng Lộc,Xã,46,Thành phố Huế
20137,Xã Chân Mây - Lăng Cô,Xã,46,Thành phố Huế
20140,Xã Lộc An,Xã,46,Thành phố Huế
20161,Xã Khe Tre,Xã,46,Thành phố Huế
20179,Xã Nam Đông,Xã,46,Thành phố Huế
20182,Xã Long Quảng,Xã,46,Thành phố Huế
20194,Phường Hải Vân,Phường,48,Thành phố Đà Nẵng
20197,Phường Liên Chiểu,Phường,48,Thành phố Đà Nẵng
20200,Phường Hòa Khánh,Phường,48,Thành phố Đà Nẵng
20209,Phường Thanh Khê,Phường,48,Thành phố Đà Nẵng
20242,Phường Hải Châu,Phường,48,Thành phố Đà Nẵng
20257,Phường Hòa Cường,Phường,48,Thành phố Đà Nẵng
20260,Phường Cẩm Lệ,Phường,48,Thành phố Đà Nẵng
20263,Phường Sơn Trà,Phường,48,Thành phố Đà Nẵng
20275,Phường An Hải,Phường,48,Thành phố Đà Nẵng
20285,Phường Ngũ Hành Sơn,Phường,48,Thành phố Đà Nẵng
20305,Phường An Khê,Phường,48,Thành phố Đà Nẵng
20308,Xã Bà Nà,Xã,48,Thành phố Đà Nẵng
20314,Phường Hòa Xuân,Phường,48,Thành phố Đà Nẵng
20320,Xã Hòa Vang,Xã,48,Thành phố Đà Nẵng
20332,Xã Hòa Tiến,Xã,48,Thành phố Đà Nẵng
20333,Đặc khu Hoàng Sa,Đặc khu,48,Thành phố Đà Nẵng
20335,Phường Bàn Thạch,Phường,48,Thành phố Đà Nẵng
20341,Phường Tam Kỳ,Phường,48,Thành phố Đà Nẵng
20350,Phường Hương Trà,Phường,48,Thành phố Đà Nẵng
20356,Phường Quảng Phú,Phường,48,Thành phố Đà Nẵng
20364,Xã Chiên Đàn,Xã,48,Thành phố Đà Nẵng
20380,Xã Tây Hồ,Xã,48,Thành phố Đà Nẵng
20392,Xã Phú Ninh,Xã,48,Thành phố Đà Nẵng
20401,Phường Hội An Tây,Phường,48,Thành phố Đà Nẵng
20410,Phường Hội An,Phường,48,Thành phố Đà Nẵng
20413,Phường Hội An Đông,Phường,48,Thành phố Đà Nẵng
20434,Xã Tân Hiệp,Xã,48,Thành phố Đà Nẵng
20443,Xã Hùng Sơn,Xã,48,Thành phố Đà Nẵng
20455,Xã Tây Giang,Xã,48,Thành phố Đà Nẵng
20458,Xã Avương,Xã,48,Thành phố Đà Nẵng
20467,Xã Đông Giang,Xã,48,Thành phố Đà Nẵng
20476,Xã Sông Kôn,Xã,48,Thành phố Đà Nẵng
20485,Xã Sông Vàng,Xã,48,Thành phố Đà Nẵng
20494,Xã Bến Hiên,Xã,48,Thành phố Đà Nẵng
20500,Xã Đại Lộc,Xã,48,Thành phố Đà Nẵng
20506,Xã Thượng Đức,Xã,48,Thành phố Đà Nẵng
20515,Xã Hà Nha,Xã,48,Thành phố Đà Nẵng
20539,Xã Vu Gia,Xã,48,Thành phố Đà Nẵng
20542,Xã Phú Thuận,Xã,48,Thành phố Đà Nẵng
20551,Phường Điện Bàn,Phường,48,Thành phố Đà Nẵng
20557,Phường Điện Bàn Bắc,Phường,48,Thành phố Đà Nẵng
20569,Xã Điện Bàn Tây,Xã,48,Thành phố Đà Nẵng
20575,Phường An Thắng,Phường,48,Thành phố Đà Nẵng
20579,Phường Điện Bàn Đông,Phường,48,Thành phố Đà Nẵng
20587,Xã Gò Nổi,Xã,48,Thành phố Đà Nẵng
20599,Xã Nam Phước,Xã,48,Thành phố Đà Nẵng
20611,Xã Thu Bồn,Xã,48,Thành phố Đà Nẵng
20623,Xã Duy Xuyên,Xã,48,Thành phố Đà Nẵng
20635,Xã Duy Nghĩa,Xã,48,Thành phố Đà Nẵng
20641,Xã Quế Sơn,Xã,48,Thành phố Đà Nẵng
20650,Xã Xuân Phú,Xã,48,Thành phố Đà Nẵng
20656,Xã Nông Sơn,Xã,48,Thành phố Đà Nẵng
20662,Xã Quế Sơn Trung,Xã,48,Thành phố Đà Nẵng
20669,Xã Quế Phước,Xã,48,Thành phố Đà Nẵng
20695,Xã Thạnh Mỹ,Xã,48,Thành phố Đà Nẵng
20698,Xã La Êê,Xã,48,Thành phố Đà Nẵng
20704,Xã La Dêê,Xã,48,Thành phố Đà Nẵng
20707,Xã Nam Giang,Xã,48,Thành phố Đà Nẵng
20710,Xã Bến Giằng,Xã,48,Thành phố Đà Nẵng
20716,Xã Đắc Pring,Xã,48,Thành phố Đà Nẵng
20722,Xã Khâm Đức,Xã,48,Thành phố Đà Nẵng
20728,Xã Phước Hiệp,Xã,48,Thành phố Đà Nẵng
20734,Xã Phước Năng,Xã,48,Thành phố Đà Nẵng
20740,Xã Phước Chánh,Xã,48,Thành phố Đà Nẵng
20752,Xã Phước Thành,Xã,48,Thành phố Đà Nẵng
20767,Xã Việt An,Xã,48,Thành phố Đà Nẵng
20770,Xã Phước Trà,Xã,48,Thành phố Đà Nẵng
20779,Xã Hiệp Đức,Xã,48,Thành phố Đà Nẵng
20791,Xã Thăng Bình,Xã,48,Thành phố Đà Nẵng
20794,Xã Thăng An,Xã,48,Thành phố Đà Nẵng
20818,Xã Đồng Dương,Xã,48,Thành phố Đà Nẵng
20827,Xã Thăng Phú,Xã,48,Thành phố Đà Nẵng
20836,Xã Thăng Trường,Xã,48,Thành phố Đà Nẵng
20848,Xã Thăng Điền,Xã,48,Thành phố Đà Nẵng
20854,Xã Tiên Phước,Xã,48,Thành phố Đà Nẵng
20857,Xã Sơn Cẩm Hà,Xã,48,Thành phố Đà Nẵng
20875,Xã Lãnh Ngọc,Xã,48,Thành phố Đà Nẵng
20878,Xã Thạnh Bình,Xã,48,Thành phố Đà Nẵng
20900,Xã Trà My,Xã,48,Thành phố Đà Nẵng
20908,Xã Trà Liên,Xã,48,Thành phố Đà Nẵng
20920,Xã Trà Đốc,Xã,48,Thành phố Đà Nẵng
20923,Xã Trà Tân,Xã,48,Thành phố Đà Nẵng
20929,Xã Trà Giáp,Xã,48,Thành phố Đà Nẵng
20938,Xã Trà Leng,Xã,48,Thành phố Đà Nẵng
20941,Xã Trà Tập,Xã,48,Thành phố Đà Nẵng
20944,Xã Nam Trà My,Xã,48,Thành phố Đà Nẵng
20950,Xã Trà Linh,Xã,48,Thành phố Đà Nẵng
20959,Xã Trà Vân,Xã,48,Thành phố Đà Nẵng
20965,Xã Núi Thành,Xã,48,Thành phố Đà Nẵng
20971,Xã Tam Xuân,Xã,48,Thành phố Đà Nẵng
20977,Xã Đức Phú,Xã,48,Thành phố Đà Nẵng
20984,Xã Tam Anh,Xã,48,Thành phố Đà Nẵng
20992,Xã Tam Hải,Xã,48,Thành phố Đà Nẵng
21004,Xã Tam Mỹ,Xã,48,Thành phố Đà Nẵng
21025,Phường Cẩm Thành,Phường,51,Tỉnh Quảng Ngãi
21028,Phường Nghĩa Lộ,Phường,51,Tỉnh Quảng Ngãi
21034,Xã An Phú,Xã,51,Tỉnh Quảng Ngãi
21040,Xã Bình Sơn,Xã,51,Tỉnh Quảng Ngãi
21061,Xã Vạn Tường,Xã,51,Tỉnh Quảng Ngãi
21085,Xã Bình Minh,Xã,51,Tỉnh Quảng Ngãi
21100,Xã Bình Chương,Xã,51,Tỉnh Quảng Ngãi
21109,Xã Đông Sơn,Xã,51,Tỉnh Quảng Ngãi
21115,Xã Trà Bồng,Xã,51,Tỉnh Quảng Ngãi
21124,Xã Thanh Bồng,Xã,51,Tỉnh Quảng Ngãi
21127,Xã Đông Trà Bồng,Xã,51,Tỉnh Quảng Ngãi
21136,Xã Cà Đam,Xã,51,Tỉnh Quảng Ngãi
21154,Xã Tây Trà,Xã,51,Tỉnh Quảng Ngãi
21157,Xã Tây Trà Bồng,Xã,51,Tỉnh Quảng Ngãi
21172,Phường Trương Quang Trọng,Phường,51,Tỉnh Quảng Ngãi
21181,Xã Thọ Phong,Xã,51,Tỉnh Quảng Ngãi
21196,Xã Trường Giang,Xã,51,Tỉnh Quảng Ngãi
21205,Xã Ba Gia,Xã,51,Tỉnh Quảng Ngãi
21211,Xã Tịnh Khê,Xã,51,Tỉnh Quảng Ngãi
21220,Xã Sơn Tịnh,Xã,51,Tỉnh Quảng Ngãi
21235,Xã Tư Nghĩa,Xã,51,Tỉnh Quảng Ngãi
21238,Xã Vệ Giang,Xã,51,Tỉnh Quảng Ngãi
21244,Xã Trà Giang,Xã,51,Tỉnh Quảng Ngãi
21250,Xã Nghĩa Giang,Xã,51,Tỉnh Quảng Ngãi
21289,Xã Sơn Hà,Xã,51,Tỉnh Quảng Ngãi
21292,Xã Sơn Hạ,Xã,51,Tỉnh Quảng Ngãi
21307,Xã Sơn Linh,Xã,51,Tỉnh Quảng Ngãi
21319,Xã Sơn Thủy,Xã,51,Tỉnh Quảng Ngãi
21325,Xã Sơn Kỳ,Xã,51,Tỉnh Quảng Ngãi
21334,Xã Sơn Tây Thượng,Xã,51,Tỉnh Quảng Ngãi
21340,Xã Sơn Tây,Xã,51,Tỉnh Quảng Ngãi
21343,Xã Sơn Tây Hạ,Xã,51,Tỉnh Quảng Ngãi
21349,Xã Sơn Mai,Xã,51,Tỉnh Quảng Ngãi
21361,Xã Minh Long,Xã,51,Tỉnh Quảng Ngãi
21364,Xã Nghĩa Hành,Xã,51,Tỉnh Quảng Ngãi
21370,Xã Phước Giang,Xã,51,Tỉnh Quảng Ngãi
21385,Xã Đình Cương,Xã,51,Tỉnh Quảng Ngãi
21388,Xã Thiện Tín,Xã,51,Tỉnh Quảng Ngãi
21400,Xã Mộ Đức,Xã,51,Tỉnh Quảng Ngãi
21409,Xã Long Phụng,Xã,51,Tỉnh Quảng Ngãi
21421,Xã Mỏ Cày,Xã,51,Tỉnh Quảng Ngãi
21433,Xã Lân Phong,Xã,51,Tỉnh Quảng Ngãi
21439,Phường Đức Phổ,Phường,51,Tỉnh Quảng Ngãi
21451,Phường Trà Câu,Phường,51,Tỉnh Quảng Ngãi
21457,Xã Nguyễn Nghiêm,Xã,51,Tỉnh Quảng Ngãi
21472,Xã Khánh Cường,Xã,51,Tỉnh Quảng Ngãi
21478,Phường Sa Huỳnh,Phường,51,Tỉnh Quảng Ngãi
21484,Xã Ba Tơ,Xã,51,Tỉnh Quảng Ngãi
21490,Xã Ba Vinh,Xã,51,Tỉnh Quảng Ngãi
21496,Xã Ba Động,Xã,51,Tỉnh Quảng Ngãi
21499,Xã Ba Dinh,Xã,51,Tỉnh Quảng Ngãi
21520,Xã Đặng Thùy Trâm,Xã,51,Tỉnh Quảng Ngãi
21523,Xã Ba Tô,Xã,51,Tỉnh Quảng Ngãi
21529,Xã Ba Vì,Xã,51,Tỉnh Quảng Ngãi
21538,Xã Ba Xa,Xã,51,Tỉnh Quảng Ngãi
21548,Đặc khu Lý Sơn,Đặc khu,51,Tỉnh Quảng Ngãi
23284,Phường Đăk Cấm,Phường,51,Tỉnh Quảng Ngãi
23293,Phường Kon Tum,Phường,51,Tỉnh Quảng Ngãi
23302,Phường Đăk Bla,Phường,51,Tỉnh Quảng Ngãi
23317,Xã Ngọk Bay,Xã,51,Tỉnh Quảng Ngãi
23326,Xã Ia Chim,Xã,51,Tỉnh Quảng Ngãi
23332,Xã Đăk Rơ Wa,Xã,51,Tỉnh Quảng Ngãi
23341,Xã Đăk Pék,Xã,51,Tỉnh Quảng Ngãi
23344,Xã Đăk Plô,Xã,51,Tỉnh Quảng Ngãi
23356,Xã Xốp,Xã,51,Tỉnh Quảng Ngãi
23365,Xã Ngọc Linh,Xã,51,Tỉnh Quảng Ngãi
23368,Xã Đăk Long,Xã,51,Tỉnh Quảng Ngãi
23374,Xã Đăk Môn,Xã,51,Tỉnh Quảng Ngãi
23377,Xã Bờ Y,Xã,51,Tỉnh Quảng Ngãi
23383,Xã Dục Nông,Xã,51,Tỉnh Quảng Ngãi
23392,Xã Sa Loong,Xã,51,Tỉnh Quảng Ngãi
23401,Xã Đăk Tô,Xã,51,Tỉnh Quảng Ngãi
23416,Xã Đăk Sao,Xã,51,Tỉnh Quảng Ngãi
23419,Xã Đăk Tờ Kan,Xã,51,Tỉnh Quảng Ngãi
23425,Xã Tu Mơ Rông,Xã,51,Tỉnh Quảng Ngãi
23428,Xã Ngọk Tụ,Xã,51,Tỉnh Quảng Ngãi
23430,Xã Kon Đào,Xã,51,Tỉnh Quảng Ngãi
23446,Xã Măng Ri,Xã,51,Tỉnh Quảng Ngãi
23455,Xã Măng Bút,Xã,51,Tỉnh Quảng Ngãi
23473,Xã Măng Đen,Xã,51,Tỉnh Quảng Ngãi
23476,Xã Kon Plông,Xã,51,Tỉnh Quảng Ngãi
23479,Xã Đăk Rve,Xã,51,Tỉnh Quảng Ngãi
23485,Xã Đăk Kôi,Xã,51,Tỉnh Quảng Ngãi
23497,Xã Kon Braih,Xã,51,Tỉnh Quảng Ngãi
23500,Xã Đăk Hà,Xã,51,Tỉnh Quảng Ngãi
23504,Xã Đăk Pxi,Xã,51,Tỉnh Quảng Ngãi
23510,Xã Đăk Ui,Xã,51,Tỉnh Quảng Ngãi
23512,Xã Đăk Mar,Xã,51,Tỉnh Quảng Ngãi
23515,Xã Ngọk Réo,Xã,51,Tỉnh Quảng Ngãi
23527,Xã Sa Thầy,Xã,51,Tỉnh Quảng Ngãi
23530,Xã Rờ Kơi,Xã,51,Tỉnh Quảng Ngãi
23534,Xã Sa Bình,Xã,51,Tỉnh Quảng Ngãi
23535,Xã Ia Đal,Xã,51,Tỉnh Quảng Ngãi
23536,Xã Mô Rai,Xã,51,Tỉnh Quảng Ngãi
23538,Xã Ia Tơi,Xã,51,Tỉnh Quảng Ngãi
23548,Xã Ya Ly,Xã,51,Tỉnh Quảng Ngãi
